iter	Passed	Remaining
1650	522074	110359
1651	522305	110025
1652	522540	109692
1653	522776	109359
1654	523010	109026
1655	523261	108696
1656	523502	108365
1657	523746	108034
1658	523986	107703
1659	524226	107371
1660	524453	107037
1661	524699	106707
1662	524941	106377
1663	525186	106047
1664	525429	105717
1665	525666	105385
1666	525904	105054
1667	526134	104722
1668	526371	104391
1669	526610	104060
1670	526846	103729
1671	527084	103399
1672	527321	103068
1673	527578	102742
1674	527817	102412
1675	528059	102083
1676	528300	101753
1677	528536	101423
1678	528777	101094
1679	529060	100773
1680	529303	100444
1681	529539	100115
1682	529774	99785
1683	530008	99455
1684	530242	99125
1685	530482	98796
1686	530715	98467
1687	530960	98139
1688	531195	97810
1689	531444	97483
1690	531683	97155
1691	531951	96832
1692	532193	96505
1693	532438	96178
1694	532661	95847
1695	532901	95520
1696	533149	95194
1697	533398	94868
1698	533639	94541
1699	533878	94213
1700	534121	93887
1701	534356	93559
1702	534596	93232
1703	534838	92906
1704	535072	92578
1705	535332	92255
1706	535571	91928
1707	535814	91602
1708	536059	91277
1709	536303	90952
1710	536544	90626
1711	536782	90299
1712	538233	90176
1713	541559	90365
1714	541822	90040
1715	542069	89713
1716	542312	89385
1717	542555	89057
1718	542810	88731
1719	543052	88403
1720	543293	88076
1721	543529	87747
1722	543763	87418
1723	543997	87090
1724	544221	86759
1725	544459	86432
1726	544697	86104
1727	544929	85775
1728	545168	85448
1729	545409	85121
1730	545649	84794
1731	545894	84468
1732	546133	84141
1733	546377	83815
1734	546613	83488
1735	546851	83161
1736	547089	82835
1737	547321	82507
1738	547559	82181
1739	547819	81858
1740	548066	81533
1741	548311	81207
1742	548554	80882
1743	548800	80557
1744	549022	80229
1745	549283	79907
1746	549525	79582
1747	549768	79257
1748	550009	78932
1749	550240	78605
1750	550482	78281
1751	550724	77956
1752	550960	77631
1753	551197	77305
1754	551433	76980
1755	551671	76655
1756	551904	76330
1757	552142	76005
1758	552384	75682
1759	552629	75358
1760	552876	75035
1761	553105	74710
1762	553348	74386
1763	553589	74062
1764	553832	73739
1765	554089	73418
1766	554333	73095
1767	554569	72771
1768	554808	72448
1769	555046	72124
1770	555282	71801
1771	555523	71478
1772	555767	71155
1773	556023	70835
1774	556281	70514
1775	556535	70193
1776	556783	69872
1777	557027	69550
1778	558873	69427
1779	559439	69144
1780	559679	68820
1781	559937	68499
1782	560181	68176
1783	560422	67853
1784	560666	67531
1785	560918	67209
1786	561172	66888
1787	561411	66565
1788	561649	66242
1789	561888	65919
1790	562125	65597
1791	562365	65274
1792	562603	64951
1793	562840	64629
1794	563084	64307
1795	563328	63986
1796	563571	63664
1797	563814	63342
1798	564076	63023
1799	564328	62703
1800	564571	62381
1801	564822	62061
1802	565065	61740
1803	565321	61420
1804	565558	61099
1805	565796	60777
1806	566035	60456
1807	566274	60135
1808	566517	59814
1809	566768	59495
1810	567001	59173
1811	567282	58857
1812	567527	58537
1813	567762	58216
1814	567999	57895
1815	568242	57575
1816	568477	57254
1817	568724	56935
1818	568970	56615
1819	569214	56295
1820	569451	55975
1821	569687	55655
1822	569921	55335
1823	570161	55015
1824	570397	54695
1825	570636	54376
1826	570879	54057
1827	571121	53737
1828	571359	53418
1829	571599	53099
1830	571846	52781
1831	572094	52462
1832	572330	52143
1833	572566	51824
1834	572801	51505
1835	573037	51186
1836	573281	50868
1837	573526	50550
1838	573761	50231
1839	574039	49916
1840	574289	49599
1841	574525	49280
1842	574771	48963
1843	577415	48848
1844	577660	48529
1845	577905	48210
1846	578141	47891
1847	578376	47572
1848	578615	47253
1849	578851	46933
1850	579091	46615
1851	579337	46296
1852	579576	45978
1853	579817	45659
1854	580059	45341
1855	580287	45022
1856	580528	44704
1857	580770	44386
1858	581016	44068
1859	581256	43750
1860	581496	43432
1861	581737	43114
1862	581976	42796
1863	582211	42478
1864	582450	42161
1865	582689	41843
1866	582934	41526
1867	583163	41208
1868	583410	40891
1869	583651	40574
1870	583893	40257
1871	584128	39940
1872	584369	39623
1873	584611	39306
1874	584848	38989
1875	585090	38673
1876	585363	38358
1877	585612	38042
1878	585861	37727
1879	586095	37410
1880	586335	37094
1881	586571	36777
1882	586814	36461
1883	587052	36145
1884	587310	35830
1885	587558	35515
1886	587802	35199
1887	588045	34884
1888	588291	34568
1889	588522	34252
1890	588764	33937
1891	589009	33622
1892	589251	33306
1893	589490	32991
1894	589728	32676
1895	589979	32361
1896	590215	32046
1897	590453	31731
1898	590704	31417
1899	590947	31102
1900	591185	30787
1901	591428	30473
1902	591681	30159
1903	591950	29846
1904	592191	29531
1905	592427	29217
1906	592668	28903
1907	592913	28589
1908	593153	28275
1909	595008	28037
1910	595247	27722
1911	595482	27407
1912	595718	27092
1913	595957	26777
1914	596199	26463
1915	596436	26148
1916	596673	25834
1917	596915	25519
1918	597159	25205
1919	597415	24892
1920	597658	24578
1921	597890	24264
1922	598131	23950
1923	598373	23636
1924	598612	23322
1925	598858	23009
1926	599102	22695
1927	599337	22381
1928	599580	22068
1929	599822	21755
1930	600064	21441
1931	600315	21129
1932	600554	20815
1933	600795	20502
1934	601027	20189
1935	601265	19876
1936	601513	19563
1937	601758	19251
1938	601987	18938
1939	602229	18625
1940	602472	18313
1941	602713	18000
1942	603027	17690
1943	603272	17378
1944	603532	17066
1945	603768	16754
1946	604004	16441
1947	604242	16129
1948	604482	15817
1949	604716	15505
1950	604952	15193
1951	605196	14881
1952	605440	14570
1953	605685	14258
1954	605929	13947
1955	606167	13635
1956	606413	13324
1957	606649	13012
1958	606895	12701
1959	607129	12390
1960	607364	12079
1961	607620	11768
1962	607855	11457
1963	608085	11146
1964	608322	10835
1965	608564	10524
1966	608802	10213
1967	609044	9903
1968	609288	9592
1969	609531	9282
1970	609773	8971
1971	610012	8661
1972	610249	8351
1973	610492	8040
1974	610734	7730
1975	613390	7450
1976	615435	7159
1977	615678	6847
1978	615915	6535
1979	616151	6223
1980	616389	5911
1981	616628	5600
1982	616866	5288
1983	617102	4976
1984	617343	4665
1985	617587	4353
1986	617830	4042
1987	618073	3730
1988	618310	3419
1989	618551	3108
1990	618790	2797
1991	619034	2486
1992	619274	2175
1993	619508	1864
1994	619766	1553
1995	620009	1242
1996	620254	931
1997	620500	621
1998	620740	310
1999	620984	0
